DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;BEZIRK_NR;BEZIRK_NAME;BFS_NR_GEMEINDE;GEMEINDE_NAME;STIMMBERECHTIGTE;EINGELEGTE_STIMMEN;LEERE_STIMMEN;UNGUELTIGE_STIMMEN;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4501;Kradolf-Schönenberg;1926;472;4;4;464;393;71;24.51
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4671;Kreuzlingen;8236;2552;36;37;2479;1917;562;30.99
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4681;Langrickenbach;721;223;2;0;221;173;48;30.93
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4683;Lengwil;814;291;3;0;288;245;43;35.75
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4741;Lommis;672;221;1;6;214;175;39;32.89
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4826;Mammern;318;121;0;0;121;96;25;38.05
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4941;Märstetten;1529;470;6;1;463;386;77;30.74
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4591;Matzingen;1442;395;5;1;389;309;80;27.39
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4831;Müllheim;1557;431;5;7;419;352;67;27.68
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4746;Münchwilen;2849;786;5;14;767;554;213;27.59
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4691;Münsterlingen;1393;467;7;6;454;362;92;33.52
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4601;Neunforn;690;250;6;0;244;212;32;36.23
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4841;Pfyn;1230;355;6;0;349;290;59;28.86
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4846;Raperswilen;275;85;0;1;84;64;20;30.91
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4751;Rickenbach b. Wil;1353;369;1;8;360;264;96;27.27
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4431;Roggwil;1827;554;6;0;548;445;103;30.32
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4436;Romanshorn;5522;1801;22;29;1750;1343;407;32.61
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4851;Salenstein;773;286;4;2;280;220;60;37
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4441;Salmsach;785;249;7;6;236;174;62;31.72
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2003;Diessenhofen;4546;Schlatt;1048;344;9;1;334;247;87;32.82
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4756;Schönholzerswilen;504;177;1;5;171;141;30;35.12
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4761;Sirnach;4036;1144;13;0;1131;882;249;28.34
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4446;Sommeri;342;137;0;1;136;108;28;40.06
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4864;Steckborn;2035;783;19;14;750;564;186;38.48
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4606;Stettfurt;722;246;8;4;234;194;40;34.07
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4506;Sulgen;2068;668;4;8;656;541;115;32.3
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4696;Tägerwilen;1976;611;8;11;592;473;119;30.92
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4611;Thundorf;882;289;7;0;282;240;42;32.77
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;876;281;5;4;272;224;48;32.08
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;743;238;1;0;237;192;45;32.03
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4451;Uttwil;1004;336;4;3;329;243;86;33.47
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4871;Wagenhausen;1073;338;7;0;331;234;97;31.5
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4701;Wäldi;638;228;1;0;227;179;48;35.74
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4781;Wängi;2657;842;16;25;801;615;186;31.69
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4621;Warth-Weiningen;876;329;8;10;311;262;49;37.56
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4946;Weinfelden;6305;2453;15;37;2401;2065;336;38.91
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4951;Wigoltingen;1412;402;2;1;399;331;68;28.47
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4786;Wilen;1253;392;3;6;383;311;72;31.28
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4791;Wuppenau;700;262;2;0;260;190;70;37.43
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1309;366;2;1;363;295;68;27.96
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;4975;2383;82;37;2264;1192;1072;47.9
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4711;Affeltrangen;1450;806;10;15;781;305;476;55.59
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1212;634;14;13;607;266;341;52.31
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;827;516;6;1;509;189;320;62.39
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;6804;3114;70;76;2968;1325;1643;45.77
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;7617;3318;106;118;3094;1365;1729;43.56
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1083;715;22;8;685;280;405;66.02
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;1913;1076;26;13;1037;419;618;56.25
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;538;332;10;1;321;147;174;61.71
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4716;Bettwiesen;621;347;4;0;343;157;186;55.88
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1724;980;12;7;961;415;546;56.84
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;874;513;10;13;490;181;309;58.7
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3353;1708;30;40;1638;645;993;50.94
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1249;730;25;13;692;307;385;58.45
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4723;Braunau;469;295;10;1;284;105;179;62.9
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4911;Bürglen;1914;1047;15;12;1020;308;712;54.7
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2008;Weinfelden;4921;Bussnang;1426;861;18;2;841;322;519;60.38
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2003;Diessenhofen;4545;Diessenhofen;1863;1076;53;0;1023;510;513;57.76
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4406;Dozwil;336;244;3;1;240;85;155;72.62
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4411;Egnach;2781;1435;41;17;1377;663;714;51.6
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4476;Erlen;1863;952;32;14;906;332;574;51.1
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4646;Ermatingen;1689;910;24;2;884;382;502;53.88
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4806;Eschenz;1026;599;23;0;576;197;379;58.38
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4724;Eschlikon;2406;1222;23;18;1181;648;533;50.79
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1466;710;22;6;682;327;355;48.43
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2006;Münchwilen;4726;Fischingen;1816;1032;13;27;992;467;525;56.83
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4566;Frauenfeld;14067;7899;195;164;7540;3589;3951;56.15
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4571;Gachnang;2220;1147;21;3;1123;527;596;51.67
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4651;Gottlieben;173;100;4;0;96;43;53;57.8
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4656;Güttingen;876;455;13;10;432;177;255;51.94
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1248;614;5;4;605;208;397;49.2
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4416;Hefenhofen;766;389;6;25;358;137;221;50.78
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4811;Herdern;639;352;6;11;335;164;171;55.09
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2002;Bischofszell;4495;Hohentannen;398;222;3;6;213;67;146;55.78
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4816;Homburg;1013;596;14;9;573;199;374;58.84
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2001;Arbon;4421;Horn;1535;761;14;21;726;377;349;49.58
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2004;Frauenfeld;4590;Hüttlingen;603;383;13;0;370;168;202;63.52
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2007;Steckborn;4821;Hüttwilen;981;615;22;15;578;235;343;62.69
2005.06.05;Beschluss des Grossen Rates über das Kreditbegehren von 11'950'000 Franken für den Neubau des Verwaltungsgebäudes II in Frauenfeld;3;Obligatorisches Referendum;2005;Kreuzlingen;4666;Kemmental;1470;804;17;0;787;287;500;54.69
